order_id,customer_id,order_date,delivery_date,channel,status,product_sku,quantity_ordered,quantity_delivered,unit_price_idr,discount_pct,gross_value_idr,net_value_idr,tax_idr,warehouse_dispatch,vehicle_id,invoice_number,payment_status,sales_rep_id,remarks
4204182668,33718298,2022-07-07,2022-07-14,Walk-in,Processing,SKU204252,14.0,12.0,19739.55,10.0,276353.7,248718.33,27359.02,WH-01,VH-023,INV6830808,Unpaid,5026,Standard
3012649571,43578395,2022-05-30,2022-06-05,Distributor,Delivered,SKU649659,14.0,13.0,37066.63,0,518932.82,518932.82,57082.61,WH-12,VH-055,INV5972671,Unpaid,5075,Standard
5250105281,85015068,2020-08-02,2020-08-14,Online,Delivered,SKU165376,8.0,7.0,44871.24,0,358969.92,358969.92,39486.69,WH-08,VH-026,INV1598146,Partial,5039,Bulk order
1920172292,23948317,2020-11-21,2020-12-01,Direct Sales,Cancelled,SKU787263,11.0,10.0,15125.03,15.0,166375.33,141419.03,15556.09,WH-01,VH-064,INV5237609,Unpaid,5039,Rush order
3992520067,38337563,2021-03-29,2021-03-30,Distributor,Delivered,SKU570281,6.0,6.0,4785.43,0,28712.58,28712.58,3158.38,WH-15,VH-029,INV7833222,Paid,5031,Rush order
4701188189,44924444,2024-03-06,2024-03-14,Telesales,Delivered,SKU683223,24.0,21.0,7304.73,0,175313.52,175313.52,19284.49,WH-06,VH-039,INV8895461,Paid,5003,Standard
1206562153,30188576,2024-08-29,2024-09-10,Online,Invoiced,SKU267722,36.0,31.0,5336.59,0,192117.24,192117.24,21132.9,WH-14,VH-046,INV7399864,Paid,5045,Standard
2438529216,67205153,2024-07-05,2024-07-18,Distributor,Partial,SKU189398,6.0,6.0,12784.18,0,76705.08,76705.08,8437.56,WH-02,VH-076,INV1958457,Paid,5027,Standard
9620543630,75111459,2020-03-03,2020-03-05,Direct Sales,Delivered,SKU977673,18.0,17.0,630.9,5.0,11356.2,10788.39,1186.72,WH-07,VH-043,INV4861067,Unpaid,5039,Back-order
1618434593,18690596,2023-05-29,2023-06-09,Telesales,Invoiced,SKU984273,45.0,38.0,34830.55,30.0,1567374.75,1097162.32,120687.86,WH-06,VH-012,INV1826921,Partial,5021,On time
9503158672,10745383,2024-04-05,2024-04-08,Marketplace,Delivered,SKU181606,1.0,1.0,1847.83,0,1847.83,1847.83,203.26,WH-11,VH-030,INV6480885,Paid,5048,On time
5499003249,90879016,2024-04-28,2024-05-03,Marketplace,Delivered,SKU482537,2.0,2.0,38059.42,0,76118.84,76118.84,8373.07,WH-01,VH-059,INV4489207,Paid,5035,Complaint logged
1931463027,92701737,2024-07-08,2024-07-22,Marketplace,Delivered,SKU323631,1.0,1.0,116321.42,0,116321.42,116321.42,12795.36,WH-09,VH-003,INV8424544,Paid,5012,Complaint logged
3414828504,51746856,2023-07-17,2023-07-20,Marketplace,Delivered,SKU751258,3.0,3.0,1280.97,0,3842.91,3842.91,422.72,WH-06,VH-080,INV2288234,Paid,5027,Bulk order
3246293454,33556525,2023-05-04,2023-05-18,Direct Sales,Cancelled,SKU314033,13.0,13.0,13054.48,0,169708.24,169708.24,18667.91,WH-10,VH-013,INV8585927,Paid,5072,Back-order
5833781561,37134894,2021-11-28,2021-12-01,Direct Sales,Processing,SKU116972,2.0,2.0,10970.32,0,21940.64,21940.64,2413.47,WH-04,VH-065,INV6311407,Paid,5071,Complaint logged
4480120791,27190831,2020-01-18,2020-01-19,Direct Sales,Cancelled,SKU220706,9.0,8.0,342792.85,0,3085135.65,3085135.65,339364.92,WH-15,VH-008,INV5133595,Paid,5037,Rush order
6320388812,52394034,2023-05-27,2023-06-01,Walk-in,Delivered,SKU226882,24.0,21.0,3642.62,5.0,87422.88,83051.74,9135.69,WH-09,VH-010,INV2906934,Unpaid,5025,On time
4797986460,13155380,2022-10-25,2022-11-08,Walk-in,Delivered,SKU662570,11.0,11.0,367017.85,15.0,4037196.35,3431616.9,377477.86,WH-11,VH-055,INV3864433,Unpaid,5036,Bulk order
5020152199,15435316,2022-10-12,2022-10-15,EDI,Processing,SKU336198,1.0,1.0,137216.2,0,137216.2,137216.2,15093.78,WH-02,VH-029,INV5018348,Paid,5043,Back-order
1814448493,26024500,2021-08-04,2021-08-07,Telesales,Processing,SKU675536,10.0,9.0,32832.35,0,328323.5,328323.5,36115.58,WH-03,VH-014,INV3521341,Unpaid,5074,Price negotiated
3550768655,70484536,2023-08-10,2023-08-21,Distributor,Delivered,SKU677959,3.0,3.0,18198.52,0,54595.56,54595.56,6005.51,WH-14,VH-074,INV3345457,Partial,5009,Standard
7013825003,12970552,2020-12-02,2020-12-16,EDI,Delivered,SKU556932,18.0,17.0,144810.61,5.0,2606590.98,2476261.43,272388.76,WH-01,VH-071,INV7375900,Paid,5009,Late delivery
6887056891,81698879,2021-02-06,2021-02-13,Direct Sales,Processing,SKU211444,13.0,13.0,256714.13,0,3337283.69,3337283.69,367101.21,WH-02,VH-054,INV4511773,Paid,5079,Bulk order
2116323792,91083839,2024-12-18,2024-12-28,Walk-in,Cancelled,SKU734056,4.0,4.0,1858.78,0,7435.12,7435.12,817.86,WH-10,VH-078,INV8060289,Unpaid,5065,Complaint logged
7416746033,50394175,2024-09-23,2024-10-07,Distributor,Returned,SKU101447,5.0,5.0,16379.61,0,81898.05,81898.05,9008.79,WH-01,VH-056,INV6864966,Paid,5080,Standard
3299638458,94419522,2023-02-04,2023-02-09,Direct Sales,Cancelled,SKU653750,5.0,4.0,15531.06,10.0,77655.3,69889.77,7687.87,WH-15,VH-034,INV1679182,Overdue,5059,Price negotiated
2469630299,35899971,2021-12-16,2021-12-27,Online,Delivered,SKU735687,44.0,43.0,3829.92,0,168516.48,168516.48,18536.81,WH-08,VH-050,INV2786026,Paid,5014,Promotional
2382125049,82978371,2021-05-01,2021-05-11,Distributor,Partial,SKU357345,9.0,9.0,3017.33,0,27155.97,27155.97,2987.16,WH-06,VH-052,INV4694837,Paid,5069,Promotional
9565272782,55789125,2023-08-31,2023-09-14,Walk-in,Delivered,SKU922254,12.0,11.0,69856.1,0,838273.2,838273.2,92210.05,WH-06,VH-014,INV1076218,Paid,5031,Promotional
5280025188,56993351,2021-03-06,2021-03-17,EDI,On Hold,SKU848529,3.0,3.0,15065.84,0,45197.52,45197.52,4971.73,WH-15,VH-029,INV2112982,Paid,5076,Credit hold
1950988364,64387144,2023-02-18,2023-02-27,Marketplace,Returned,SKU271793,53.0,46.0,6335.9,0,335802.7,335802.7,36938.3,WH-13,VH-078,INV3086785,Partial,5046,Back-order
7891334123,58893896,2023-05-30,2023-06-12,Online,Delivered,SKU890092,19.0,17.0,56091.82,5.0,1065744.58,1012457.35,111370.31,WH-15,VH-062,INV2713643,Paid,5024,On time
9775214946,85652039,2020-03-02,2020-03-16,Marketplace,Processing,SKU722117,5.0,5.0,9840.47,0,49202.35,49202.35,5412.26,WH-02,VH-023,INV3858346,Paid,5052,Rush order
2686412525,85347407,2022-11-24,2022-12-08,Online,Delivered,SKU280081,9.0,9.0,168571.37,10.0,1517142.33,1365428.1,150197.09,WH-09,VH-022,INV2058921,Paid,5051,Late delivery
8027234389,66510928,2023-03-15,2023-03-22,Direct Sales,Cancelled,SKU479379,5.0,5.0,121944.06,0,609720.3,609720.3,67069.23,WH-01,VH-067,INV7739272,Disputed,5059,Price negotiated
6487322102,39378513,2020-02-23,2020-03-06,Online,Delivered,SKU213945,18.0,17.0,144474.1,5.0,2600533.8,2470507.11,271755.78,WH-09,VH-049,INV1826755,Paid,5015,Promotional
3498172440,50394706,2023-04-17,2023-04-20,Distributor,Delivered,SKU708461,10.0,10.0,18029.26,0,180292.6,180292.6,19832.19,WH-06,VH-007,INV3978225,Partial,5060,Price negotiated
3361342183,95933521,2024-02-26,2024-03-04,Online,Delivered,SKU475506,2.0,2.0,7642.02,0,15284.04,15284.04,1681.24,WH-12,VH-032,INV9742655,Paid,5056,On time
4045143624,62903379,2024-08-15,2024-08-22,Distributor,Delivered,SKU378199,62.0,56.0,96211.88,5.0,5965136.56,5666879.73,623356.77,WH-09,VH-051,INV5386102,Partial,5058,Complaint logged
3680713502,98319954,2021-07-07,2021-07-20,Walk-in,Delivered,SKU412419,6.0,6.0,27517.0,0,165102.0,165102.0,18161.22,WH-05,VH-058,INV4835408,Partial,5074,Standard
2639890892,50718806,2022-07-11,2022-07-20,Direct Sales,Delivered,SKU293735,1.0,1.0,5007.84,0,5007.84,5007.84,550.86,WH-14,VH-078,INV3920142,Paid,5021,Back-order
2169199020,44454487,2022-08-15,2022-08-17,Distributor,Delivered,SKU215644,2.0,2.0,23166.17,0,46332.34,46332.34,5096.56,WH-07,VH-045,INV3710122,Partial,5049,Back-order
4040032108,30088278,2024-07-18,2024-07-23,Walk-in,Delivered,SKU421618,3.0,3.0,8271.41,10.0,24814.23,22332.81,2456.61,WH-10,VH-070,INV9835281,Paid,5059,Rush order
7871962099,12619865,2023-04-07,2023-04-21,Telesales,On Hold,SKU995856,22.0,22.0,15053.83,0,331184.26,331184.26,36430.27,WH-12,VH-020,INV3558922,Paid,5079,Complaint logged
4214385073,67413084,2020-06-14,2020-06-15,EDI,Delivered,SKU788324,65.0,63.0,32598.06,5.0,2118873.9,2012930.2,221422.32,WH-14,VH-041,INV7386862,Paid,5064,Standard
1358098461,60640352,2022-04-24,2022-05-03,Telesales,Processing,SKU400506,3.0,3.0,605.63,0,1816.89,1816.89,199.86,WH-08,VH-052,INV8391653,Unpaid,5063,Credit hold
2971263167,33972323,2022-06-27,2022-07-04,Direct Sales,Partial,SKU629671,26.0,23.0,9729.56,0,252968.56,252968.56,27826.54,WH-15,VH-024,INV1558184,Paid,5031,Promotional
3942182951,41615971,2021-10-08,2021-10-15,Telesales,Processing,SKU179634,4.0,4.0,116263.39,0,465053.56,465053.56,51155.89,WH-08,VH-065,INV7744310,Paid,5075,Price negotiated
2267494458,74630758,2022-04-10,2022-04-14,Telesales,Delivered,SKU444917,1.0,1.0,120595.53,0,120595.53,120595.53,13265.51,WH-03,VH-024,INV1535775,Paid,5044,Rush order
5988628888,51195495,2023-07-26,2023-08-07,Direct Sales,Delivered,SKU545752,21.0,19.0,20090.78,5.0,421906.38,400811.06,44089.22,WH-10,VH-073,INV8482392,Partial,5034,Price negotiated
8837711477,63388265,2024-12-01,2024-12-05,EDI,Delivered,SKU804167,18.0,16.0,1883.55,0,33903.9,33903.9,3729.43,WH-08,VH-014,INV2515917,Paid,5020,Standard
8139511007,58085482,2020-11-01,2020-11-04,Distributor,Delivered,SKU934050,24.0,23.0,7366.58,0,176797.92,176797.92,19447.77,WH-09,VH-012,INV9459576,Paid,5015,Standard
7402843911,78084205,2024-01-11,2024-01-19,Distributor,Delivered,SKU869678,8.0,8.0,83336.6,0,666692.8,666692.8,73336.21,WH-06,VH-021,INV1486224,Unpaid,5048,Rush order
3922281238,90308207,2022-09-15,2022-09-25,Distributor,Cancelled,SKU933184,0.0,0,122270.85,0,0.0,0.0,0.0,WH-15,VH-075,INV3538583,Paid,5055,Back-order
3948591698,11439216,2020-08-24,2020-09-06,Marketplace,Cancelled,SKU772701,4.0,3.0,211973.53,5.0,847894.12,805499.41,88604.94,WH-03,VH-022,INV3724962,Overdue,5043,Bulk order
1886181814,71331956,2023-11-20,2023-12-02,Telesales,Processing,SKU840633,44.0,38.0,4236.09,0,186387.96,186387.96,20502.68,WH-04,VH-016,INV8942570,Paid,5014,Price negotiated
9905741544,63428725,2022-09-05,2022-09-17,Marketplace,Cancelled,SKU868081,4.0,4.0,5825.17,0,23300.68,23300.68,2563.07,WH-05,VH-036,INV1972319,Paid,5066,Rush order
3847135710,25998454,2020-12-17,2020-12-28,Walk-in,Returned,SKU893014,8.0,8.0,227826.89,0,1822615.12,1822615.12,200487.66,WH-10,VH-033,INV4115917,Disputed,5024,Bulk order
2706871489,86319227,2024-02-25,2024-03-04,Direct Sales,Delivered,SKU651131,7.0,7.0,7231.9,30.0,50623.3,35436.31,3897.99,WH-04,VH-028,INV4647626,Paid,5041,Price negotiated
8138101729,96888446,2022-03-13,2022-03-19,Distributor,Processing,SKU825056,38.0,34.0,68158.2,0,2590011.6,2590011.6,284901.28,WH-15,VH-032,INV7928831,Overdue,5071,Back-order
9101320590,20605569,2022-10-23,2022-10-24,Marketplace,On Hold,SKU695187,5.0,4.0,24961.75,0,124808.75,124808.75,13728.96,WH-10,VH-007,INV6238609,Paid,5032,Complaint logged
7804506049,97541251,2020-08-23,2020-08-25,Distributor,Delivered,SKU374637,34.0,31.0,4976.4,0,169197.6,169197.6,18611.74,WH-13,VH-055,INV6794269,Paid,5025,Late delivery
5346782746,70985348,2021-09-26,2021-10-01,Telesales,Returned,SKU714141,23.0,22.0,72720.42,5.0,1672569.66,1588941.18,174783.53,WH-01,VH-062,INV9154513,Paid,5018,Standard
5007825055,20035205,2023-04-10,2023-04-24,EDI,Partial,SKU624086,14.0,13.0,53778.68,5.0,752901.52,715256.44,78678.21,WH-02,VH-022,INV8986424,Unpaid,5021,Back-order
2859908338,32439942,2022-04-12,2022-04-23,Online,Delivered,SKU398603,0.0,0,10340.29,0,0.0,0.0,0.0,WH-09,VH-027,INV3112435,Paid,5023,Bulk order
9146057021,75920007,2021-12-31,2022-01-02,Telesales,Delivered,SKU301112,6.0,6.0,37692.13,0,226152.78,226152.78,24876.81,WH-11,VH-080,INV1458553,Paid,5052,Credit hold
8265631720,91112071,2024-09-13,2024-09-22,Marketplace,Partial,SKU955885,13.0,12.0,19267.96,0,250483.48,250483.48,27553.18,WH-14,VH-013,INV5681895,Unpaid,5025,Standard
9195045943,64593033,2023-04-20,2023-04-25,Distributor,Delivered,SKU989664,2.0,2.0,26898.7,0,53797.4,53797.4,5917.71,WH-12,VH-064,INV2131447,Paid,5055,On time
7069496645,49736331,2024-10-14,2024-10-17,Direct Sales,Delivered,SKU460972,6.0,6.0,459439.7,5.0,2756638.2,2618806.29,288068.69,WH-12,VH-021,INV5134415,Overdue,5058,Complaint logged
5638554176,82163341,2023-11-27,2023-12-07,Telesales,Delivered,SKU899391,10.0,9.0,3787.85,0,37878.5,37878.5,4166.64,WH-11,VH-060,INV8966041,Paid,5012,Bulk order
3072674084,12642961,2024-02-08,2024-02-22,Direct Sales,Delivered,SKU387860,6.0,6.0,257688.35,0,1546130.1,1546130.1,170074.31,WH-09,VH-038,INV9998498,Paid,5013,Late delivery
2490820149,99719825,2020-11-20,2020-12-01,Distributor,Delivered,SKU641871,4.0,4.0,609.71,10.0,2438.84,2194.96,241.45,WH-03,VH-018,INV8909848,Partial,5018,Credit hold
7692843926,56857242,2021-01-08,2021-01-10,Telesales,Cancelled,SKU103008,13.0,12.0,1830.75,0,23799.75,23799.75,2617.97,WH-03,VH-010,INV6215835,Paid,5029,Rush order
3034746125,69283998,2020-03-02,2020-03-09,Direct Sales,Returned,SKU370533,14.0,12.0,12691.69,5.0,177683.66,168799.48,18567.94,WH-10,VH-025,INV1963629,Paid,5041,Price negotiated
1536434028,51112095,2021-04-02,2021-04-15,Telesales,Delivered,SKU781270,3.0,3.0,85767.37,0,257302.11,257302.11,28303.23,WH-06,VH-076,INV2863295,Paid,5029,Price negotiated
5295913665,45957794,2022-03-10,2022-03-16,Marketplace,Delivered,SKU694256,4.0,4.0,157329.5,0,629318.0,629318.0,69224.98,WH-11,VH-052,INV2602496,Paid,5014,Late delivery
5701995108,33548451,2022-09-09,2022-09-16,Direct Sales,Partial,SKU818246,4.0,4.0,498004.78,0,1992019.12,1992019.12,219122.1,WH-15,VH-039,INV6604482,Partial,5045,Promotional
3517529586,94731427,2023-07-19,2023-07-29,Direct Sales,Delivered,SKU177033,2.0,2.0,47608.5,0,95217.0,95217.0,10473.87,WH-08,VH-006,INV5847900,Paid,5068,Bulk order
8758562082,89203363,2022-10-15,2022-10-27,Distributor,Processing,SKU189788,3.0,3.0,3524.87,15.0,10574.61,8988.42,988.73,WH-12,VH-011,INV2563909,Paid,5046,Credit hold
2458398445,18841254,2023-03-02,2023-03-06,EDI,Cancelled,SKU869783,2.0,2.0,34915.12,0,69830.24,69830.24,7681.33,WH-06,VH-028,INV2593655,Paid,5017,On time
2062339504,37718691,2021-05-26,2021-05-29,Distributor,Partial,SKU571881,10.0,9.0,4190.28,15.0,41902.8,35617.38,3917.91,WH-05,VH-076,INV4005604,Overdue,5066,Late delivery
1469515021,15676586,2020-08-23,2020-08-30,Distributor,Delivered,SKU603701,2.0,2.0,126677.67,0,253355.34,253355.34,27869.09,WH-04,VH-060,INV1003767,Partial,5057,Standard
5232455707,61803692,2023-12-06,2023-12-15,Marketplace,Delivered,SKU923325,16.0,14.0,46144.53,10.0,738312.48,664481.23,73092.94,WH-03,VH-055,INV2011973,Unpaid,5034,Credit hold
8924403745,71336620,2022-06-16,2022-06-24,EDI,Processing,SKU418424,13.0,11.0,23522.89,5.0,305797.57,290507.69,31955.85,WH-06,VH-036,INV2684905,Paid,5077,Credit hold
9105544438,46062254,2021-03-14,2021-03-27,Direct Sales,Partial,SKU309861,19.0,17.0,60011.08,0,1140210.52,1140210.52,125423.16,WH-06,VH-023,INV7190121,Disputed,5021,On time
3412892958,74084527,2021-08-05,2021-08-10,Telesales,On Hold,SKU822042,14.0,14.0,1501.5,5.0,21021.0,19969.95,2196.69,WH-09,VH-038,INV7719951,Disputed,5049,Back-order
1741682552,32023728,2020-10-16,2020-10-21,Telesales,Delivered,SKU276994,3.0,3.0,89288.09,10.0,267864.27,241077.84,26518.56,WH-10,VH-058,INV8090442,Paid,5031,Price negotiated
6096569696,93972657,2023-04-28,2023-05-06,Walk-in,Partial,SKU782760,7.0,7.0,130920.31,5.0,916442.17,870620.06,95768.21,WH-14,VH-041,INV7522899,Paid,5030,Bulk order
5278159871,33074862,2023-03-23,2023-03-25,Online,Delivered,SKU317270,5.0,5.0,3082.34,20.0,15411.7,12329.36,1356.23,WH-06,VH-067,INV1074548,Disputed,5012,Complaint logged
4805186231,66378927,2022-06-28,2022-07-05,Distributor,Partial,SKU550836,1.0,1.0,18212.48,0,18212.48,18212.48,2003.37,WH-13,VH-052,INV6223752,Paid,5007,Standard
1410424731,31203508,2021-04-17,2021-04-26,Online,Delivered,SKU107967,1.0,1.0,206582.18,0,206582.18,206582.18,22724.04,WH-09,VH-033,INV5350031,Paid,5066,Late delivery
3302709047,74967221,2023-12-12,2023-12-24,Telesales,Delivered,SKU909114,8.0,7.0,67680.09,0,541440.72,541440.72,59558.48,WH-15,VH-032,INV6500805,Paid,5012,Late delivery
3406384064,79295670,2023-11-29,2023-12-05,Direct Sales,Processing,SKU831463,1.0,1.0,5105.67,5.0,5105.67,4850.39,533.54,WH-11,VH-050,INV6322172,Paid,5047,Standard
8397988743,74352358,2023-10-28,2023-11-06,EDI,Delivered,SKU807136,5.0,5.0,5554.05,0,27770.25,27770.25,3054.73,WH-05,VH-033,INV7032498,Unpaid,5011,Late delivery
6385748854,64573112,2020-11-13,2020-11-25,Direct Sales,Invoiced,SKU150544,19.0,17.0,113892.67,10.0,2163960.73,1947564.66,214232.11,WH-12,VH-007,INV4296830,Overdue,5060,Price negotiated
5312665507,13180087,2022-10-05,2022-10-13,Direct Sales,Delivered,SKU323750,1.0,1.0,64574.45,0,64574.45,64574.45,7103.19,WH-06,VH-050,INV3133317,Unpaid,5058,Late delivery
4374162686,11974331,2020-11-01,2020-11-12,Direct Sales,Delivered,SKU969164,17.0,17.0,7948.8,0,135129.6,135129.6,14864.26,WH-13,VH-001,INV2418343,Overdue,5051,Rush order
5289407309,70365888,2022-02-15,2022-03-01,EDI,Delivered,SKU496943,10.0,9.0,65356.4,0,653564.0,653564.0,71892.04,WH-05,VH-006,INV8134374,Paid,5020,Credit hold
5247178828,67297472,2024-01-05,2024-01-18,Distributor,Partial,SKU848290,12.0,11.0,31024.16,10.0,372289.92,335060.93,36856.7,WH-15,VH-034,INV7129685,Partial,5059,Rush order
6931520423,72942273,2023-07-30,2023-08-11,Distributor,Processing,SKU174775,7.0,7.0,6758.02,0,47306.14,47306.14,5203.68,WH-08,VH-040,INV3509953,Paid,5080,Back-order
8466234509,98846400,2024-04-26,2024-05-05,Marketplace,Processing,SKU117052,19.0,18.0,2234.8,0,42461.2,42461.2,4670.73,WH-13,VH-015,INV5321380,Unpaid,5057,Bulk order
1699186905,80410821,2022-01-28,2022-02-04,EDI,Delivered,SKU713962,100.0,90.0,23701.88,5.0,2370188.0,2251678.6,247684.65,WH-09,VH-068,INV4916407,Overdue,5047,Rush order
6857199540,84757702,2022-07-30,2022-08-04,Telesales,Returned,SKU199377,10.0,9.0,608.5,5.0,6085.0,5780.75,635.88,WH-10,VH-024,INV4941865,Paid,5063,Bulk order
8936979794,16416454,2023-04-28,2023-05-01,Distributor,Delivered,SKU810660,1.0,1.0,13361.28,0,13361.28,13361.28,1469.74,WH-12,VH-073,INV2949577,Paid,5014,On time
5723205615,65389255,2024-03-12,2024-03-20,Direct Sales,Delivered,SKU368933,3.0,3.0,1984.83,5.0,5954.49,5656.77,622.24,WH-14,VH-018,INV6494621,Paid,5055,Rush order
9385996096,31451849,2022-05-22,2022-06-01,Telesales,Delivered,SKU716851,8.0,7.0,36825.39,5.0,294603.12,279872.96,30786.03,WH-06,VH-055,INV6326668,Unpaid,5010,Complaint logged
5568174791,15511241,2021-04-15,2021-04-23,Telesales,Partial,SKU785338,38.0,37.0,22368.26,5.0,849993.88,807494.19,88824.36,WH-06,VH-068,INV3048285,Paid,5008,Late delivery
9753437229,35981512,2023-09-09,2023-09-11,Direct Sales,Delivered,SKU494794,3.0,3.0,24715.02,0,74145.06,74145.06,8155.96,WH-09,VH-038,INV5592394,Paid,5053,Standard
7661147526,15792848,2024-08-06,2024-08-14,EDI,Delivered,SKU316293,19.0,18.0,1967.75,0,37387.25,37387.25,4112.6,WH-10,VH-013,INV5052950,Paid,5043,Price negotiated
4391297784,99707601,2021-07-14,2021-07-15,Marketplace,On Hold,SKU721949,4.0,4.0,10481.0,0,41924.0,41924.0,4611.64,WH-09,VH-048,INV6524630,Unpaid,5040,Late delivery
1355427488,70568147,2022-07-27,2022-07-30,Distributor,Delivered,SKU928607,1.0,1.0,25045.09,0,25045.09,25045.09,2754.96,WH-08,VH-051,INV5796101,Disputed,5038,Bulk order
9128188371,37412564,2022-08-21,2022-09-02,Telesales,Delivered,SKU388865,3.0,3.0,154732.71,5.0,464198.13,440988.22,48508.7,WH-03,VH-007,INV4724442,Unpaid,5056,Rush order
5390531612,22389973,2020-10-19,2020-10-24,Telesales,Returned,SKU329635,34.0,29.0,32998.01,0,1121932.34,1121932.34,123412.56,WH-07,VH-049,INV1320038,Unpaid,5008,Promotional
4411039861,11633876,2022-07-26,2022-08-07,Distributor,On Hold,SKU957289,11.0,11.0,1125756.84,5.0,12383325.24,11764158.98,1294057.49,WH-04,VH-049,INV2369419,Paid,5066,Promotional
5681406379,78337752,2022-09-19,2022-09-27,Distributor,Cancelled,SKU681089,12.0,12.0,35423.95,0,425087.4,425087.4,46759.61,WH-06,VH-051,INV7737060,Unpaid,5015,Complaint logged
9799475077,71841497,2023-04-16,2023-04-21,Walk-in,Delivered,SKU256540,2.0,2.0,6100.63,0,12201.26,12201.26,1342.14,WH-09,VH-019,INV9784755,Disputed,5048,Standard
9639829231,41967834,2024-05-02,2024-05-04,Telesales,Returned,SKU303361,5.0,5.0,2176.93,5.0,10884.65,10340.42,1137.45,WH-07,VH-022,INV7761899,Paid,5059,Promotional
5516531686,98350298,2021-04-24,2021-04-30,Online,Processing,SKU348224,13.0,13.0,19443.46,0,252764.98,252764.98,27804.15,WH-01,VH-027,INV7389433,Paid,5042,Rush order
7437573005,14628574,2022-12-01,2022-12-10,Direct Sales,Invoiced,SKU178651,6.0,5.0,3779.65,0,22677.9,22677.9,2494.57,WH-15,VH-064,INV5425536,Paid,5007,Late delivery
9258994400,83558111,2023-06-18,2023-07-01,Direct Sales,Delivered,SKU256043,58.0,54.0,8565.52,0,496800.16,496800.16,54648.02,WH-14,VH-008,INV3788240,Paid,5064,Back-order
