batch_id,recipe_id,vat_id,production_date,start_timestamp,end_timestamp,milk_volume_liters,cheese_yield_kg,fat_pct_actual,moisture_pct_actual,ph_at_drain,temperature_curd_c,pressing_pressure_kpa,salt_added_kg,starter_culture_ml,rennet_ml,aging_room,qc_result,operator_id,batch_notes
614226299,412747,VAT-15,2023-02-04,2023-02-04 06:29:06,2023-02-04 02:40:05,5722.4,846.78,36.83,27.93,6.26,36.3,26.8,14.29,1833.2,113.12,AGE-04,Fail,2053,Normal batch
751169685,705104,VAT-07,2021-01-07,2021-01-07 10:49:55,2021-01-07 23:30:53,5745.2,643.78,37.03,41.0,5.01,35.6,111.4,2.75,752.6,68.44,AGE-01,Conditional Pass,2060,Slight over-acidification
420399841,610386,VAT-14,2020-01-16,2020-01-16 08:29:36,2020-01-16 22:31:06,6387.8,1230.05,21.24,54.75,5.35,48.4,45.3,3.83,833.1,141.37,AGE-10,Pass,2043,Premium grade
340214383,783451,VAT-09,2020-07-04,2020-07-04 12:17:02,2020-07-05 22:04:59,7280.1,665.39,13.85,58.45,6.15,33.2,118.6,9.95,1028.3,49.2,AGE-08,Pass,2073,Slight over-acidification
520451848,675932,VAT-20,2024-07-27,2024-07-27 13:13:54,2024-07-27 09:23:17,3511.6,619.85,16.78,74.49,5.72,49.0,74.4,12.19,1413.6,67.46,AGE-06,Rework,2053,Excellent coagulation
940540785,599133,VAT-17,2021-01-16,2021-01-16 10:28:44,2021-01-17 02:41:12,8108.8,683.47,21.81,67.94,5.59,52.5,21.6,4.99,880.8,117.71,AGE-05,Pass,2051,Texture perfect
165593824,239712,VAT-16,2020-05-31,2020-05-31 14:08:35,2020-05-31 13:16:55,6598.7,921.54,34.11,44.89,5.13,35.2,25.4,7.46,1938.7,24.1,AGE-05,Pass,2029,Normal batch
469077432,284769,VAT-05,2024-12-25,2024-12-25 11:04:17,2024-12-25 18:18:19,4490.4,384.33,26.96,28.69,6.71,36.4,124.9,7.81,1541.9,121.2,AGE-09,Rework,2023,Excellent coagulation
822573508,936034,VAT-06,2024-06-20,2024-06-20 13:19:34,2024-06-21 01:37:45,5811.2,1007.05,44.74,69.33,6.11,44.6,88.4,12.09,1212.1,90.01,AGE-09,Pass,2023,Normal batch
143250852,369251,VAT-19,2023-11-13,2023-11-13 13:24:20,2023-11-13 13:17:53,5203.0,705.16,24.03,24.18,6.11,31.6,139.5,4.91,264.4,27.32,AGE-09,Pass,2076,Yield below target
468899019,247907,VAT-10,2022-04-13,2022-04-13 15:38:02,2022-04-13 11:36:29,3218.4,271.54,23.55,39.58,5.76,34.3,79.8,2.78,422.7,109.73,AGE-03,Pass,2062,Slight over-acidification
790871520,262243,VAT-11,2021-05-05,2021-05-05 23:56:15,2021-05-05 12:31:13,8417.7,1592.39,30.78,26.42,5.81,36.1,45.2,7.95,1523.1,27.05,AGE-01,Pass,2058,Yield below target
389888780,568420,VAT-10,2020-10-23,2020-10-23 09:37:07,2020-10-24 16:29:54,3674.6,657.15,17.79,28.76,5.53,29.8,181.4,0.6,941.2,12.43,AGE-09,Fail,2045,Rework needed
380461217,320105,VAT-16,2021-02-11,2021-02-11 03:41:08,2021-02-12 10:10:53,7367.3,813.46,32.06,27.35,6.36,51.6,75.3,11.62,609.4,90.23,AGE-05,Conditional Pass,2005,Premium grade
220390525,798313,VAT-11,2023-12-29,2023-12-29 18:26:28,2023-12-29 23:15:53,6290.6,582.8,18.66,48.25,4.99,54.4,138.9,13.53,426.2,102.2,AGE-05,Pass,2049,pH deviation
363366517,169579,VAT-15,2024-03-29,2024-03-29 09:44:27,2024-03-30 20:44:18,4151.2,749.44,29.42,21.07,5.22,28.4,136.6,6.49,396.3,100.74,AGE-03,Pass,2016,Rework needed
356743252,785004,VAT-10,2022-04-01,2022-04-01 07:11:13,2022-04-02 19:06:42,4884.5,886.75,40.77,62.29,6.78,38.7,31.8,5.44,1679.1,5.42,AGE-10,Conditional Pass,2051,Texture perfect
763771572,960113,VAT-08,2021-05-07,2021-05-07 00:28:20,2021-05-08 01:10:10,4489.6,511.97,42.45,33.03,6.5,39.7,112.6,1.91,1410.8,41.28,AGE-07,Pass,2060,Texture perfect
880600057,931953,VAT-08,2024-12-15,2024-12-15 17:04:29,2024-12-16 13:34:35,3551.9,484.78,10.9,48.64,6.64,28.2,54.4,1.11,1376.4,62.26,AGE-07,Pass,2044,Yield below target
713064486,665201,VAT-06,2024-05-22,2024-05-22 08:28:52,2024-05-23 15:56:18,5240.4,1031.51,24.07,21.02,5.01,46.6,161.1,7.63,1539.0,9.64,AGE-05,Pass,2025,pH deviation
187974112,446581,VAT-13,2024-08-21,2024-08-21 23:01:48,2024-08-22 01:15:28,1886.0,192.52,20.06,42.55,6.53,34.9,185.8,6.54,1161.5,127.01,AGE-05,Pass,2033,Yield below target
470832177,400502,VAT-05,2023-05-04,2023-05-04 03:37:28,2023-05-04 08:36:10,4015.7,444.81,22.56,58.76,5.64,32.3,30.8,6.42,248.1,6.66,AGE-04,Pass,2041,Slight over-acidification
863766233,718455,VAT-14,2023-05-10,2023-05-10 18:58:55,2023-05-11 08:52:07,6573.7,1010.15,40.35,57.41,5.96,38.1,186.0,6.0,650.9,23.06,AGE-09,Pass,2046,Normal batch
121255429,938614,VAT-14,2022-10-20,2022-10-20 08:43:44,2022-10-20 13:08:17,2838.4,512.46,21.64,42.16,6.32,36.0,176.9,2.81,1984.5,146.68,AGE-02,Pass,2070,Yield below target
238529816,569977,VAT-18,2020-03-06,2020-03-06 00:50:29,2020-03-06 04:40:48,4328.3,494.42,33.35,26.07,5.35,31.2,92.7,0.86,758.7,42.5,AGE-02,Conditional Pass,2065,Texture perfect
871566438,296566,VAT-01,2023-03-04,2023-03-04 19:07:52,2023-03-05 16:23:39,5428.5,705.82,26.79,66.67,6.17,47.5,12.7,13.24,822.4,89.51,AGE-06,Pass,2069,Rework needed
691030219,224892,VAT-06,2024-10-16,2024-10-16 14:37:49,2024-10-16 19:15:26,4160.1,816.36,34.61,32.41,5.62,52.5,153.4,2.34,858.4,70.11,AGE-02,Fail,2063,pH deviation
965035083,217725,VAT-18,2023-02-18,2023-02-18 13:07:59,2023-02-18 03:47:11,6804.6,880.49,16.0,45.94,6.08,34.3,14.4,3.49,1867.1,89.69,AGE-06,Pass,2043,Normal batch
810661913,575101,VAT-05,2020-06-05,2020-06-05 14:49:22,2020-06-05 12:50:26,3358.1,319.34,28.47,62.93,6.26,47.7,105.9,12.71,658.7,11.25,AGE-07,Pass,2043,Rework needed
366695444,525439,VAT-06,2023-10-13,2023-10-13 15:16:30,2023-10-13 06:53:16,3497.9,670.39,13.3,66.54,5.32,30.7,158.9,1.63,1215.5,25.13,AGE-04,Pass,2008,Texture perfect
621038437,191612,VAT-04,2024-08-06,2024-08-06 22:03:35,2024-08-06 17:00:24,4669.4,740.46,39.92,67.51,5.73,47.5,45.3,13.53,1840.7,7.69,AGE-03,Pass,2052,Slight over-acidification
717516032,765564,VAT-02,2020-05-31,2020-05-31 18:25:19,2020-06-01 12:49:31,4006.0,575.64,25.57,38.05,5.0,41.0,104.8,10.4,573.0,107.11,AGE-04,Pass,2035,Texture perfect
466559767,995970,VAT-17,2020-09-20,2020-09-20 16:43:34,2020-09-21 17:13:45,3239.4,309.25,39.19,32.46,5.24,38.3,43.5,12.07,1818.5,110.13,AGE-10,Conditional Pass,2039,Rework needed
940208806,782980,VAT-20,2021-10-09,2021-10-09 18:30:20,2021-10-10 08:53:48,6542.0,668.27,40.26,58.18,4.84,35.4,139.2,4.71,554.9,65.84,AGE-05,Pass,2050,Texture perfect
133162924,829573,VAT-06,2021-01-26,2021-01-26 01:55:36,2021-01-27 11:39:46,4876.9,775.22,15.85,49.84,6.48,48.8,11.8,6.13,1550.0,135.8,AGE-06,Pass,2005,Normal batch
844464289,991367,VAT-17,2022-12-11,2022-12-11 06:55:38,2022-12-12 02:27:26,3466.4,655.24,20.88,41.53,5.85,47.3,56.0,9.02,582.4,116.77,AGE-08,Pass,2075,Normal batch
666416638,797323,VAT-16,2023-08-30,2023-08-30 00:14:59,2023-08-30 07:40:24,6432.4,955.32,31.6,50.42,6.67,53.9,171.0,13.09,1857.2,61.69,AGE-09,Rework,2005,Texture perfect
326714239,703116,VAT-18,2020-05-20,2020-05-20 07:17:02,2020-05-21 23:58:20,4335.2,647.08,30.4,67.93,4.81,35.7,157.1,9.79,1966.7,97.08,AGE-09,Conditional Pass,2027,Rework needed
619991574,276620,VAT-14,2020-03-13,2020-03-13 19:38:12,2020-03-14 03:19:33,7118.3,1403.45,15.85,67.55,5.58,43.5,151.4,11.74,905.4,114.02,AGE-04,Pass,2060,Rework needed
621286498,180366,VAT-06,2023-06-23,2023-06-23 02:43:01,2023-06-24 03:26:15,6142.5,944.03,43.05,20.38,5.81,33.0,29.1,1.99,1967.3,61.04,AGE-08,Fail,2025,pH deviation
675256641,476813,VAT-04,2023-03-04,2023-03-04 20:02:10,2023-03-05 05:04:18,5447.9,829.48,14.36,26.87,4.89,40.5,122.2,6.08,1751.8,39.52,AGE-02,Conditional Pass,2063,Rework needed
124514836,590481,VAT-05,2024-10-25,2024-10-25 06:08:59,2024-10-26 05:08:53,2107.7,331.2,36.77,71.55,5.88,40.3,167.1,5.73,1647.6,135.58,AGE-02,Pass,2052,pH deviation
133461280,272019,VAT-11,2024-09-24,2024-09-24 02:17:04,2024-09-25 05:33:43,4562.6,626.58,33.75,28.43,5.01,29.3,181.0,8.24,677.3,102.85,AGE-03,Conditional Pass,2023,pH deviation
779337565,917140,VAT-02,2021-04-13,2021-04-13 16:28:28,2021-04-13 19:55:34,8880.8,778.43,36.96,62.45,6.51,51.1,190.8,4.68,713.3,141.05,AGE-03,Pass,2067,Texture perfect
346982608,915091,VAT-17,2024-02-22,2024-02-22 16:52:56,2024-02-23 07:33:21,2515.0,338.55,22.72,36.69,5.8,53.2,145.5,8.41,874.0,79.13,AGE-07,Pass,2027,Yield below target
219846510,275094,VAT-20,2023-06-05,2023-06-05 06:35:18,2023-06-06 04:16:54,4464.7,855.65,20.39,38.73,6.63,31.2,75.6,10.04,1893.1,102.15,AGE-08,Pass,2069,Yield below target
768805152,252054,VAT-10,2022-09-13,2022-09-13 08:18:49,2022-09-14 23:14:52,4284.9,613.75,20.37,43.24,5.3,39.7,113.2,10.75,290.8,106.89,AGE-10,Pass,2015,Yield below target
834589376,272531,VAT-20,2023-09-16,2023-09-16 10:00:58,2023-09-17 06:50:55,6380.2,688.33,33.33,31.63,5.58,43.0,75.6,13.14,693.2,92.32,AGE-02,Pass,2024,pH deviation
971979289,458394,VAT-15,2021-12-29,2021-12-29 22:26:34,2021-12-29 08:32:35,4717.4,617.6,11.58,34.18,4.83,37.6,49.5,9.87,1312.4,54.46,AGE-03,Pass,2041,Slight over-acidification
730930641,473242,VAT-15,2020-05-14,2020-05-14 23:15:24,2020-05-14 09:01:45,2897.8,428.37,36.53,44.43,5.72,52.0,110.2,4.34,1978.0,101.37,AGE-04,Pass,2079,Yield below target
850275646,251036,VAT-17,2020-12-21,2020-12-21 11:06:09,2020-12-21 12:00:57,4355.0,697.22,14.95,27.41,6.46,54.6,97.6,9.84,322.4,91.95,AGE-09,Pass,2003,Premium grade
141313318,455837,VAT-13,2022-07-22,2022-07-22 10:34:41,2022-07-23 08:01:03,5437.1,695.32,18.22,43.29,6.6,49.0,172.0,2.49,1719.4,79.52,AGE-07,Pass,2080,Excellent coagulation
123751452,774302,VAT-08,2024-04-27,2024-04-27 07:31:32,2024-04-28 10:27:09,7769.3,1111.24,31.18,45.89,6.39,31.3,132.7,6.59,586.9,110.26,AGE-10,Conditional Pass,2056,Texture perfect
396223408,669343,VAT-20,2021-04-10,2021-04-10 17:29:32,2021-04-10 18:14:26,4845.3,865.33,14.28,65.04,6.25,36.2,16.6,9.24,289.5,88.57,AGE-04,Pass,2013,pH deviation
630047113,300705,VAT-03,2023-07-31,2023-07-31 01:34:23,2023-07-31 23:24:23,8258.2,937.53,33.5,40.92,5.51,40.8,17.0,5.96,196.8,77.22,AGE-07,Pass,2004,pH deviation
911936727,846497,VAT-03,2023-06-03,2023-06-03 04:54:17,2023-06-03 22:14:13,5103.1,1000.26,44.83,34.17,5.12,44.6,60.3,7.36,716.2,48.28,AGE-10,Fail,2019,Normal batch
522493857,317603,VAT-19,2024-03-01,2024-03-01 05:49:36,2024-03-02 20:44:02,3718.8,489.28,17.15,24.3,6.27,45.6,158.7,4.17,898.6,15.48,AGE-02,Fail,2069,Excellent coagulation
475430605,484516,VAT-17,2024-06-11,2024-06-11 10:26:28,2024-06-12 05:53:39,8626.9,1049.88,38.59,62.93,6.08,46.4,157.1,4.04,719.3,129.55,AGE-06,Fail,2010,Texture perfect
930056158,272035,VAT-18,2023-08-30,2023-08-30 11:12:38,2023-08-31 15:27:19,4122.0,396.43,30.94,52.53,5.51,36.2,47.4,12.71,1692.1,58.18,AGE-02,Pass,2055,Premium grade
447161386,596133,VAT-06,2022-10-01,2022-10-01 07:30:19,2022-10-01 21:08:17,5579.1,635.74,22.15,53.78,5.66,38.3,61.4,4.95,1760.1,87.87,AGE-02,Pass,2062,Texture perfect
531083264,938147,VAT-10,2022-07-05,2022-07-05 03:32:11,2022-07-06 17:03:24,5919.1,496.69,25.64,35.55,6.55,48.2,170.4,14.56,310.2,102.19,AGE-07,Pass,2028,Premium grade
518254526,599716,VAT-08,2021-09-15,2021-09-15 01:43:26,2021-09-15 17:58:24,6724.3,1080.64,24.62,43.57,5.6,31.5,50.0,12.44,234.7,46.61,AGE-03,Pass,2028,Texture perfect
388467131,294568,VAT-18,2023-04-04,2023-04-04 01:58:38,2023-04-05 01:08:04,5992.7,979.12,26.94,66.58,4.91,51.2,156.6,1.21,1764.2,117.27,AGE-07,Pass,2013,Rework needed
399284015,251561,VAT-11,2020-02-12,2020-02-12 11:31:50,2020-02-12 21:14:36,2875.2,444.9,38.64,48.2,4.83,28.0,180.3,1.41,390.6,102.23,AGE-08,Pass,2060,Yield below target
420765572,135843,VAT-04,2022-09-09,2022-09-09 03:50:27,2022-09-09 13:11:09,4573.2,865.32,38.84,45.24,6.34,54.2,176.7,7.2,1813.7,147.03,AGE-09,Pass,2044,Normal batch
255345238,245422,VAT-03,2023-01-15,2023-01-15 13:13:40,2023-01-16 15:14:06,7582.5,997.91,25.82,33.64,6.05,40.8,24.1,12.35,401.4,72.27,AGE-08,Pass,2046,Slight over-acidification
738759835,243375,VAT-09,2024-10-13,2024-10-13 06:21:32,2024-10-14 09:56:47,5411.7,685.18,29.94,42.22,5.65,42.7,16.8,6.8,1000.2,81.61,AGE-05,Pass,2036,Normal batch
244520142,109743,VAT-04,2024-08-07,2024-08-07 00:54:46,2024-08-09 16:00:54,4986.0,482.66,39.66,40.43,6.2,39.6,95.9,3.13,489.1,128.19,AGE-03,Conditional Pass,2052,Slight over-acidification
941553964,828592,VAT-07,2023-05-12,2023-05-12 08:41:49,2023-05-13 18:47:54,7592.5,1445.08,30.7,20.24,6.36,46.8,51.4,2.76,996.1,47.55,AGE-10,Pass,2048,Rework needed
719397133,809137,VAT-05,2022-10-02,2022-10-02 12:07:07,2022-10-04 22:22:55,3589.0,384.71,14.94,40.58,5.55,36.6,169.4,7.39,802.5,149.36,AGE-02,Conditional Pass,2003,pH deviation
736773969,281266,VAT-01,2023-12-05,2023-12-05 19:42:03,2023-12-05 18:46:18,4470.8,483.81,21.95,67.85,6.41,37.4,42.2,3.68,1364.9,86.22,AGE-01,Fail,2008,Yield below target
712072609,660148,VAT-07,2021-06-30,2021-06-30 20:51:07,2021-06-30 04:26:32,4615.9,829.06,16.57,65.08,4.97,54.1,25.1,13.74,405.3,57.94,AGE-03,Pass,2074,Yield below target
591005706,969902,VAT-16,2024-05-09,2024-05-09 00:11:54,2024-05-10 10:17:39,3559.3,413.03,44.0,54.16,6.33,32.4,100.4,2.48,375.5,73.23,AGE-08,Pass,2059,Normal batch
984244472,959670,VAT-16,2020-07-05,2020-07-05 06:27:38,2020-07-05 03:51:38,5531.1,902.85,26.52,68.08,6.56,45.4,152.8,13.47,1960.1,10.71,AGE-03,Pass,2046,Yield below target
246618271,619192,VAT-17,2020-01-22,2020-01-22 00:40:51,2020-01-22 05:10:34,5852.2,878.19,26.35,62.68,6.35,46.5,105.8,8.69,1198.9,92.08,AGE-04,Conditional Pass,2010,Texture perfect
517052767,323769,VAT-15,2024-09-14,2024-09-14 07:37:30,2024-09-15 05:47:45,4606.0,388.77,38.96,35.29,5.5,42.0,121.4,4.51,126.2,69.36,AGE-03,Pass,2001,Normal batch
981275314,496313,VAT-20,2021-03-11,2021-03-11 00:36:15,2021-03-11 07:50:12,5789.5,831.29,24.55,59.82,6.31,30.8,59.9,13.32,1966.9,41.45,AGE-08,Pass,2073,Texture perfect
255381967,682683,VAT-02,2022-02-17,2022-02-17 20:09:50,2022-02-17 18:24:09,4148.7,696.73,32.73,67.02,6.12,51.9,27.6,6.83,480.1,35.52,AGE-02,Pass,2006,Normal batch
135569193,180413,VAT-04,2021-09-03,2021-09-03 02:25:28,2021-09-04 18:14:20,1398.8,247.01,11.28,27.57,6.53,53.8,125.3,8.24,503.2,56.56,AGE-03,Pass,2072,Rework needed
509250795,468165,VAT-01,2023-10-11,2023-10-11 18:47:44,2023-10-11 05:12:43,6787.0,991.37,36.79,43.54,4.91,33.4,107.1,3.71,898.4,6.23,AGE-01,Fail,2059,Texture perfect
241997536,372421,VAT-02,2021-01-06,2021-01-06 06:57:47,2021-01-06 21:50:32,5426.4,844.73,34.08,30.55,6.09,50.3,86.4,14.5,1845.3,70.91,AGE-07,Pass,2024,Normal batch
157213018,285383,VAT-17,2021-03-13,2021-03-13 19:11:09,2021-03-14 00:29:22,3148.1,594.97,24.79,72.87,5.56,47.1,71.9,12.23,1418.5,75.92,AGE-04,Pass,2034,pH deviation
707926435,971463,VAT-18,2023-12-10,2023-12-10 15:41:44,2023-12-10 15:02:42,7205.0,726.23,36.65,55.37,6.69,48.6,111.0,10.62,1200.8,39.54,AGE-09,Pass,2036,Rework needed
508798486,280271,VAT-06,2020-02-13,2020-02-13 08:04:36,2020-02-14 11:02:14,3530.0,330.43,34.42,46.2,5.95,31.2,131.0,7.84,1034.7,98.74,AGE-08,Pass,2020,pH deviation
359332915,323280,VAT-13,2023-05-21,2023-05-21 05:13:54,2023-05-21 11:37:24,6302.9,1068.21,27.95,61.36,5.09,43.2,39.1,5.27,521.9,48.49,AGE-08,Pass,2037,pH deviation
428062886,171727,VAT-12,2020-10-19,2020-10-19 18:58:09,2020-10-19 15:01:17,5686.6,1044.6,44.04,32.94,4.85,30.6,52.0,11.23,1442.9,63.81,AGE-08,Fail,2015,Yield below target
397454138,891090,VAT-02,2024-12-29,2024-12-29 07:07:15,2024-12-29 01:15:57,5384.2,864.36,39.69,30.67,4.82,48.0,83.4,9.16,1660.0,6.88,AGE-07,Pass,2032,Normal batch
939292702,911058,VAT-10,2023-01-11,2023-01-11 10:37:30,2023-01-11 01:33:50,5028.1,618.37,21.79,43.81,4.83,45.1,115.9,5.47,1519.8,96.36,AGE-04,Pass,2049,Texture perfect
226416299,388306,VAT-15,2024-04-02,2024-04-02 20:48:18,2024-04-02 12:17:30,3675.7,625.61,30.18,44.76,5.0,48.6,43.4,6.28,1214.2,68.77,AGE-03,Pass,2012,Excellent coagulation
381885665,538325,VAT-09,2021-11-04,2021-11-04 19:21:09,2021-11-04 13:57:29,4823.6,523.95,20.95,27.64,5.82,28.0,49.8,13.37,488.5,125.88,AGE-10,Pass,2062,pH deviation
847937867,434391,VAT-20,2023-01-31,2023-01-31 10:14:07,2023-02-01 01:44:55,4767.5,704.24,36.4,66.62,4.86,37.1,183.7,7.5,1454.4,56.48,AGE-05,Pass,2031,pH deviation
